"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"KINGS","332000010201","JHS 201 DYKER HEIGHTS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",63.333,10.667,8.667,0,0.333,13.667,45.333,39.333,0.333,12.333,47.667,74,0.667,29.667,1438,6.667,17.975,28.394,73013.103,18087525.035,87.143,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332200010236","PS 236 MILL BASIN","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Proficient",35.667,8,6,1,22.333,12.333,9.333,52.333,2.667,15.333,49.667,44,0,25.333,442,20.333,12.75,18.7,97156.897,58845839.367,88.7,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580514020001","WOODHULL SCHOOL","FIRE ISLAND UNION FREE SCHOOL DISTRICT","Proficient",3,0,10,0,0,31.333,1,59.667,8,14,37.333,0,2,10.667,28.667,0,3.44,21.7,94095,177000,89.522,0,0.00122526082516204,0.0147749527744588,315
"ONONDAGA","421001060008","ENDERS ROAD ELEMENTARY SCHOOL","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","Proficient",4.667,2,1,0,2.667,2.333,12,80,3,8.667,49,7,0,22.333,455,0,13.125,19.082,148028.059,171923.077,92.605,0,0.00313128939215896,0.0227317594274116,25089
"KINGS","332000010229","PS 229 DYKER","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",43.667,11,9.333,0,1,11,53,34,1,15.667,49,54.667,0,29.467,1003.333,1.333,15.436,30.608,136598.335,25923449.502,85.453,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280515030001","CANTIAGUE ELEMENTARY SCHOOL","JERICHO UNION FREE SCHOOL DISTRICT","Proficient",2.667,0,4,0,3.333,4.333,46.667,44.667,1,11.667,48,3,0,21.333,342.333,0,9.875,21.396,110623.24,305109.056,84.54,0,0.00141715697438313,0.0106720145400836,17605
"HAMILTON","200701040001","LONG LAKE CENTRAL SCHOOL","LONG LAKE CENTRAL SCHOOL DISTRICT","Proficient",33.667,3.667,0,0,0,0,1.333,98,0.667,7,53.667,40.333,0.5,4.556,50.667,1,2.923,27.047,142130.25,66848.684,82.837,0,0.000723866297636789,0.0101767085373643,417
"QUEENS","342600010205","PS 205 ALEXANDER GRAHAM BELL","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",25.333,7.667,5.667,0,3.333,20.667,38.667,34.667,2,19.667,48,32.667,0,22.333,230.333,0,13.038,23.504,91929.365,112922696.093,87.262,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010026","PS 26 RUFUS KING","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",46.667,12.667,9,0.667,9,16.667,62.667,10,2,21.333,48,59.667,0,25.333,520,9.333,12.188,26.282,67678.395,50018963.462,88.079,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280203030003","MCVEY ELEMENTARY SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",17.667,5,7.667,0,2.667,22.333,16.667,57.333,1,7,50.667,25,0,22.333,561.333,0,12.662,26.5,118650,324269.002,91.022,0,0.00141715697438313,0.0106720145400836,51767
"ERIE","140801060005","SHERIDAN HILL ELEMENTARY SCHOOL","CLARENCE CENTRAL SCHOOL DISTRICT","Proficient",5.667,0.333,2.667,0,0.667,3,8,85,2.333,10.333,47.667,8,0.5,23,446.667,0,12.762,35.09,180879.37,149507.463,86.345,0,0.0041347794072196,0.0247089073220775,29067
"QUEENS","342800010303","ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",12.333,4.667,1.333,0,2,18.333,34,42.667,3.333,12,53.667,17,0,18,117,0,9.486,29.808,232505.194,222306504.274,93.971,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342500010129","PS 129 PATRICIA LARKIN","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",64.333,12.333,14.333,0.667,1.333,50.667,31.667,15.667,0,17,48.333,77,0,25.333,850,0.667,11.384,15.231,90843.757,30599836.471,89.243,0,0.00464932850969108,0.0126289441911748,8461961
"MONROE","261401060002","JEFFERSON ROAD SCHOOL","PITTSFORD CENTRAL SCHOOL DISTRICT","Proficient",3,0.667,1.333,0,3.333,4.667,4.333,81.667,6.667,9.667,49.333,3.667,0.333,22,328,0,13.297,26.913,84159.602,359753.049,91.151,0,0.0033319274567693,0.0240602427005643,34565
"ERIE","043011020002","RANDOLPH ACADEMYHAMBURG CAMPUS","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","Proficient",15.333,1.333,4.333,1.667,43,17.667,0,31,6.333,98.667,25.333,19,17.333,6.714,73.333,13,5.238,18.313,133427.721,127390.909,96.436,0,0.0041347794072196,0.0247089073220775,2528428.34116702
"KINGS","332300010599","BROOKLYN LANDMARK ELEMENTARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #23","Proficient",89,4.667,5.333,0,76.667,19.667,2,1.667,0,24.333,49.333,93.333,0,24.333,120.333,6.667,8.805,27.055,124007.645,216148429.363,87.286,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280502060001","WALT WHITMAN ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2,0,2.333,0,1.333,3.667,16.667,76.333,1.667,13.667,47.333,3.667,1,19.333,209,0,8.831,36.03,359.136,982885.167,92.917,0,0.00141715697438313,0.0106720145400836,34149
"NASSAU","280405020002","NEW HYDE PARK ROAD SCHOOL","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","Proficient",13,3.667,6,0,1,16.333,40.333,39.333,3.667,11,45.667,18,0,22.333,444,0,12.333,38.839,128898.363,75806.306,93.458,0,0.00141715697438313,0.0106720145400836,5115521.27932604
"ERIE","141601060003","CHARLOTTE AVENUE ELEMENTARY SCHOOL","HAMBURG CENTRAL SCHOOL DISTRICT","Proficient",17,4,0,0,0,2,1,95.333,2,13.667,48.333,24,0.333,18.667,212.333,0,9.953,26.882,82750.473,319012.559,83.881,0,0.0041347794072196,0.0247089073220775,25268
"QUEENS","342600010133","PS 133","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",51.333,11.667,8.667,1.333,6.333,17.333,61,13,1.333,22.667,47,63,0,28.667,333.333,8.667,10.309,21.23,88548.345,78029583,88.208,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342600010046","PS 46 ALLEY POND","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",37.333,9.333,9.667,0,6,14.333,59.333,18.333,2,28.667,46.667,47,0,29.333,488,1,9.695,34.843,149309.208,53298895.492,90.261,0,0.00464932850969108,0.0126289441911748,8461961
"WESTCHESTER","661905020003","BLIND BROOK-RYE MIDDLE SCHOOL","BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1,0,0,4.333,5.667,88.667,1.333,10.333,48.667,0,0,21,372.333,1.333,11.283,23.2,228183,106184.423,93.684,0,0.00217533730418714,0.0107248132278337,6564
"QUEENS","343000011580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",31,11.333,0,1,2,17,47,31.667,2,1,56,42.667,0,26.778,488.333,5.333,16.278,31.074,126850.284,53262513.993,90.93,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280211030004","SCHOOL 4","OCEANSIDE UNION FREE SCHOOL DISTRICT","Proficient",10.667,2.667,4,0,1,15.667,4.333,75.333,3.667,10,46.667,16,0.667,22,314.333,0,15.717,17.979,130679.3,454657.476,89.696,0,0.00141715697438313,0.0106720145400836,35487
"BRONX","320700010359","CONCOURSE VILLAGE ELEMENTARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Proficient",97.333,1.333,28.333,1,36,60,0,2.333,0,25,42.667,98.667,0,21.333,171.333,2.667,6.425,45.641,103417.975,151808527.237,88.154,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","332000010686","BROOKLYN SCHOOL OF INQUIRY","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",15,5,5.333,0,5,4.333,17,72.667,1,8.667,52.333,20.333,0,33,390.667,3,16.986,45.319,87964.024,66578142.491,89.12,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331700010249","PS 249 CATON (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Proficient",67.667,1.333,25,0.333,40.667,49.667,5.667,3.667,0,18,49,69,0,26.333,709,4.667,13.294,26.326,155860.922,36685276.446,78.942,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342600010067","JHS 67 LOUIS PASTEUR","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",27.333,12.667,3.333,0.667,2.333,10.667,61.667,23.333,1,10.333,49.667,40,0,29.5,885.667,16,20.438,25.565,137445.66,29367550.997,93.894,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","581015080001","NEW SUFFOLK SCHOOL","NEW SUFFOLK COMMON SCHOOL DISTRICT","Proficient",0,0,0,0,0,14,4,80,2,12,51,0,0,4,12.333,30.333,2.643,25.558,74040.845,80189.189,88.625,0,0.00122526082516204,0.0147749527744588,250
"ROCKLAND","500101060006","LAUREL PLAINS ELEMENTARY SCHOOL","CLARKSTOWN CENTRAL SCHOOL DISTRICT","Proficient",8,1.667,2,0,2,15.333,13.667,67,1.667,14.667,46.667,11.667,0,19.667,306.667,1.333,10.455,30.898,81443.285,614236.957,96,0,0.00284801386331875,0.0122543803279727,49698
"QUEENS","342400010012","PS 12 JAMES B COLGATE","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Proficient",81.333,8.667,29,1,0,39.333,57,2.333,0,12.333,49.667,90,0,27.667,1068,1.667,13.185,33.125,69574.396,24353802.434,90.252,0,0.00464932850969108,0.0126289441911748,8461961
"BRONX","321100860909","ICAHN CHARTER SCHOOL 2",NA,"Proficient",60.667,11.333,7.667,1.333,33,59.667,4,1.667,0.333,11.667,58.333,74.667,0,23.861,283.667,4.333,10.91,19.209,89432.499,73357.227,91.53,1,0.00911660408481436,0.0160715764710795,1775001.93112467
"ROCKLAND","500101060001","LITTLE TOR ELEMENTARY SCHOOL","CLARKSTOWN CENTRAL SCHOOL DISTRICT","Proficient",4.667,1,1.667,0,4,13.333,8.333,71,3,8.667,50.333,6.667,0,19.667,218.333,0,13.936,33.239,40142.282,862745.038,88.295,0,0.00284801386331875,0.0122543803279727,49698
"QUEENS","342600010188","PS 188 KINGSBURY","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",15.667,8,3.333,0,2,7,57.333,30.667,2.333,10.667,51.333,23.667,0,29.333,530.667,1,13.843,33.764,162099.897,49013557.161,88.811,0,0.00464932850969108,0.0126289441911748,8461961
"SARATOGA","520601080001","EDINBURG COMMON SCHOOL","EDINBURG COMMON SCHOOL DISTRICT","Proficient",49.667,1,0,0,0.667,0.667,0.667,97.333,0,13,37.667,58.667,0,9.667,64.333,0,6.031,14.969,140805.943,43088.083,89.594,0,0.00100120482463355,0.0119477701852585,1474
"KINGS","331400861022","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2",NA,"Proficient",67.333,9,2.667,1.667,73.333,22,0.667,1.667,0.333,18.333,49.667,65.333,10.667,25.333,225.667,0,11.672,36.487,125901.834,92211.226,86.639,1,0.00627668927886969,0.014459509017006,1608538.0244143
"ERIE","140203060011","COUNTRY PARKWAY ELEMENTARY SCHOOL","WILLIAMSVILLE CENTRAL SCHOOL DISTRICT","Proficient",9.333,2,10,0.333,4,3.333,25.667,63.333,3.333,6.667,49.667,13.333,0,23.333,451,0,12.08,30.93,77810.666,363855.876,93.773,0,0.0041347794072196,0.0247089073220775,74637
"MONROE","261001060006","TERRY TAYLOR ELEMENTARY SCHOOL","SPENCERPORT CENTRAL SCHOOL DISTRICT","Proficient",25.667,6.667,0,1,3,5.667,0.667,85,5.333,7,47.667,34.333,1.667,21,318.333,0,10.495,20.018,121853.981,223702.618,89.743,0,0.0033319274567693,0.0240602427005643,24423
"KINGS","332100010100","PS 100 CONEY ISLAND SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Proficient",47.667,10,11.667,0,4.667,5.667,4,85,0.667,17.667,49.667,57.667,0,29,573.667,3,12.035,19.774,187987.227,45339676.351,85.933,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331400861021","BEGINNING WITH CHILDREN CHARTER SCHOOL II",NA,"Proficient",78.333,7.667,18.667,1,35,60.333,2,1.333,0.667,14,52.667,92,2.333,25,149.667,11.333,8.164,21.331,74292.047,139035.635,86.898,1,0.00627668927886969,0.014459509017006,4112957.93920637
"NASSAU","280521030004","KRAMER LANE ELEMENTARY SCHOOL","BETHPAGE UNION FREE SCHOOL DISTRICT","Proficient",5.667,3.333,3,0,0.667,9,9,80,1,8,55,10.333,0.5,19.667,285.333,0,12.056,40.563,178309.529,273487.15,94.036,0,0.00141715697438313,0.0106720145400836,18754
"SUFFOLK","580506030003","PINES ELEMENTARY SCHOOL","HAUPPAUGE UNION FREE SCHOOL DISTRICT","Proficient",5.667,1.333,1,0,1.333,7.333,7.667,80.667,3,10.333,43.667,8,0.667,23.667,442,0,11.53,37.751,104936.315,216070.136,90.463,0,0.00122526082516204,0.0147749527744588,23097
"HAMILTON","200501080001","INLET ELEMENTARY SCHOOL","INLET COMMON SCHOOL DISTRICT","Proficient",15,20,0,0,0,17.333,0,82.667,0,10,53.333,35,0,7,20.667,0,3.444,29.81,108594.529,64983.871,84.997,0,0.000723866297636789,0.0101767085373643,354
"WESTCHESTER","662001030002","FOX MEADOW SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,4.333,0,1,5.667,21.667,65,6.667,5.333,52,0,0,20,407.667,0,11.43,21.723,10327.677,342392.478,90.234,0,0.00217533730418714,0.0107248132278337,18342
"MONROE","261401060001","ALLEN CREEK SCHOOL","PITTSFORD CENTRAL SCHOOL DISTRICT","Proficient",5.333,2.333,1.333,0,2.333,5,7,81,4.667,7.667,50,7.667,0,21,315.667,0,13.725,32.822,94917.735,373808.87,92.759,0,0.0033319274567693,0.0240602427005643,34565
"QUEENS","342600010162","PS 162 JOHN GOLDEN","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",44,15.667,12,0,2,10.333,69.667,16.333,1.667,13.667,45.667,59.333,0,29.333,603.667,0,14.724,20.727,150912.69,43086462.176,94.131,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280517030008","WOODLAND AVENUE SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Proficient",18.333,5.667,6,0,1,22,34.333,41.667,1,7.333,46,26,0,19.667,269.333,0,11.38,34.169,199193.235,447709.158,92.968,0,0.00141715697438313,0.0106720145400836,41387
"NASSAU","280502060010","VILLAGE ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",3.333,0,3,0,1,7,31,58.667,2.333,8,45,5,0,21.667,325,0,10.598,38.193,159791.538,632070.769,94.9,0,0.00141715697438313,0.0106720145400836,34149
"NASSAU","280502060004","BAYLIS ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",1.333,0.333,3,0,0,2.333,25.667,70,1,7.667,48,3,0.667,22.667,352,0,11.478,25.215,162039.08,583588.068,92.588,0,0.00141715697438313,0.0106720145400836,34149
"WESTCHESTER","661004060003","ROBERT E BELL SCHOOL","CHAPPAQUA CENTRAL SCHOOL DISTRICT","Proficient",2.333,0.333,0,0,1,4.667,11.333,77.667,5.667,8.667,48.333,3.667,0,22,635,1.333,12.057,20.334,53440.211,186291.339,95.295,0,0.00217533730418714,0.0107248132278337,16627
"WESTCHESTER","662001030003","GREENACRES SCHOOL","SCARSDALE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1.667,0,1,5,13,74,6.667,7.667,50.667,0,0,20.667,333,0,11.616,33.554,102869.68,419165.165,98.248,0,0.00217533730418714,0.0107248132278337,18342
"KINGS","332000010204","PS 204 VINCE LOMBARDI","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",63,12,11.667,0,0.333,18.333,46.667,34,0,17,49.667,75,0,26.667,922.333,1,12.635,49.269,105977.999,28200066.137,86.523,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280203030001","BARNUM WOODS SCHOOL","EAST MEADOW UNION FREE SCHOOL DISTRICT","Proficient",9.667,6.333,3.667,0,6.667,18,15.333,58,1.667,7.333,48.667,17,0,24,615.333,0,13.474,26.5,118650,295812.026,83.023,0,0.00141715697438313,0.0106720145400836,51767
"KINGS","332000010682","ACADEMY OF TALENTED SCHOLARS (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Proficient",35,8.667,7.333,0,4.333,13.333,18,63,1,22.667,47.667,43.667,0,20,295.667,1.333,6.428,37.647,85392.668,87970217.587,90.156,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #32","Proficient",78.333,11.667,2,0,11.667,77.333,6.333,4,0,7,53.333,90,0,30.222,357.667,10,22.83,37.139,188802.111,72720953.402,91.948,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580603020001","LITTLE FLOWER SCHOOL","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","Proficient",31,0.333,1.667,0.333,39.333,14.333,1.333,42.667,2,87.667,37.333,31.333,10.333,21.381,74.333,0,3.279,28.002,142578.103,90766.816,89.818,0,0.00122526082516204,0.0147749527744588,94758.0781418565
"NASSAU","280502060011","H B THOMPSON MIDDLE SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.333,0.667,1,0,0.667,3.333,28.333,66.333,1,14.333,46.667,4.667,1,21.083,804,0,9.171,32.165,101853.76,255501.244,93.784,0,0.00141715697438313,0.0106720145400836,34149
"WESTCHESTER","660701030002","CHATSWORTH AVENUE SCHOOL","MAMARONECK UNION FREE SCHOOL DISTRICT","Proficient",4,0,2.333,0,2,7.667,3.667,83.333,3.333,6,50.333,5,0,22.333,538,0,12.709,26.264,95333.409,229005.576,89.902,0,0.00217533730418714,0.0107248132278337,29049
"NASSAU","280502060007","SOUTH GROVE ELEMENTARY SCHOOL","SYOSSET CENTRAL SCHOOL DISTRICT","Proficient",2.333,0,4.667,0,0.667,6,49.333,40.333,3.667,8.333,45.667,3.333,0.333,22.333,341,1,11.494,15.345,92684.847,602413.49,95.289,0,0.00141715697438313,0.0106720145400836,34149
"KINGS","331300861039","SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE",NA,"Proficient",60.667,6.667,4,0,71,19,2,6,1.667,15,52.333,65,16,25,130,0,9.286,35.409,158020.055,160069.231,96.408,1,0.00627668927886969,0.014459509017006,7202208.97138492
"KINGS","331500010107","PS 107 JOHN W KIMBALL","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Proficient",7.333,1,1,0,5.667,11.333,6,75,2,13,52.667,8.333,0,25.333,477.667,4.667,12.144,12.936,132706.714,54451907.188,90,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342500011499","QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",38.667,13.333,4.333,0.333,27,12.667,50.333,8,2,10.333,51.667,52.333,0.333,25.778,429.333,1.333,14.977,39.551,33262.101,60581974.379,85.217,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280409030007","HERRICKS MIDDLE SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",5.333,2,2,0,1,6.667,58.333,35,0,14,46.667,8.667,2.667,22.956,932,0,13.005,30.722,127201.895,111187.768,93.109,0,0.00141715697438313,0.0106720145400836,25367
"SUFFOLK","580404030005","OCEAN AVENUE SCHOOL","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","Proficient",3,0.333,0,0,1.333,5,1,89.333,3,11.667,47,5.333,0,19.667,309,0,11.169,22.4,129090,501100.324,94.333,0,0.00122526082516204,0.0147749527744588,35382
"SUFFOLK","580903020001","QUOGUE ELEMENTARY SCHOOL","QUOGUE UNION FREE SCHOOL DISTRICT","Proficient",0,0,1.333,0,2,3,1.667,92,1,8.667,48.333,0,0,14.667,84,0,4.5,31.764,80288.955,88130.952,84.838,0,0.00122526082516204,0.0147749527744588,852
"QUEENS","342600010159","PS 159","NEW YORK CITY GEOGRAPHIC DISTRICT #26","Proficient",38,13,14.667,0.667,2,19.333,47.667,29,1,15,47.333,51,0,27.333,502,1.333,13.446,14.026,110926.43,51812472.112,88.939,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342500011281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",69,15,10.667,0,11,16,67.333,4.333,1,14,48,83.667,0,30.667,661.333,21,13.589,23.502,153076.078,39329426.915,85.595,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280407030006","E M BAKER SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Proficient",8,6.333,3.667,0,0.333,6.667,35,55.333,2.333,10.333,49,15.667,0,19.333,512,0,9.089,24.9,153606,410126.953,83.324,0,0.00141715697438313,0.0106720145400836,45310
"NASSAU","280221030004","RIVERSIDE SCHOOL","ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT","Proficient",18.667,1,4,0,6.333,28.333,3,58,4.333,15,48.333,21,1.667,17,147.667,0,9.63,14.5,153563,719884.876,85.665,0,0.00141715697438313,0.0106720145400836,22409
"BRONX","320700861035","SOUTH BRONX CLASSICAL CHARTER SCHOOL II",NA,"Proficient",69.667,10,3,0,44.333,54,0,1,0.667,12.667,51.333,84.667,7.333,19,97.333,2,6.213,17.917,152220.203,213791.096,90.142,1,0.00911660408481436,0.0160715764710795,4751957.366164
"NASSAU","280409030002","DENTON AVENUE SCHOOL","HERRICKS UNION FREE SCHOOL DISTRICT","Proficient",4,1.667,7.333,0,0.333,8.333,63.667,26,1.333,10,50,6.667,0,21.667,525.667,0,11.184,15.268,20079.574,197134.432,94.34,0,0.00141715697438313,0.0106720145400836,25367
"QUEENS","343000011227","IS 227 LOUIS ARMSTRONG","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Proficient",65.333,8.667,5,0.667,11.667,46.333,14,26.667,0,14.333,51.667,74.333,0,25.467,1611.667,5.333,15.957,8.403,108969.723,16138486.66,86.769,0,0.00464932850969108,0.0126289441911748,8461961
"NASSAU","280207020002","SHORE ROAD SCHOOL","BELLMORE UNION FREE SCHOOL DISTRICT","Proficient",5,0,2.333,0,1,7,5.667,86.333,0,14,48,5.667,0.333,23,313.333,0,14.03,27.025,119192.794,91461.702,89.769,0,0.00141715697438313,0.0106720145400836,6514351.80185482
"WESTCHESTER","660803020002","LITTLE SCHOOL","HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT","Proficient",25.667,1,2.667,3.333,44.333,44.333,0,8,1,100,14.667,36.333,42.333,22.433,30,6.667,7.5,29.368,102500.358,695766.667,84.478,0,0.00217533730418714,0.0107248132278337,2786295.7022071
"MONROE","260803060001","BRIARWOOD SCHOOL","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT","Proficient",11,5.333,1.667,0,3.667,9.667,2.667,81.333,3,4,53.333,18.667,1,19.667,117.667,0,16.045,22.573,29276.719,522475.921,82.845,0,0.0033319274567693,0.0240602427005643,23727
"QUEENS","342700010254","PS 254-OSA PARKS SCHOOL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Proficient",74.333,10.333,9,0.333,6.667,73.333,12,6.333,0.333,15.667,48.333,84.667,0,28.333,521.667,2.333,12.132,29.689,18710.021,49859158.466,88.65,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331700861040","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS",NA,"Proficient",60,10.333,2,1,88.667,7.333,1,2,1,14.333,53.333,66.667,4,27.667,165.333,0,10.783,23.522,89046.261,125860.887,86.627,1,0.00627668927886969,0.014459509017006,4032023.82761377
"NASSAU","280402030002","WILLETS ROAD SCHOOL","EAST WILLISTON UNION FREE SCHOOL DISTRICT","Proficient",2.667,0.333,1.333,0,1,5.667,21,72,0.333,13,46.333,4.333,1.333,19.78,425.333,0,11.6,27.9,218261,123188.088,85.354,0,0.00141715697438313,0.0106720145400836,8865
"QUEENS","342500010022","PS 22 THOMAS JEFFERSON","NEW YORK CITY GEOGRAPHIC DISTRICT #25","Proficient",78.333,10.333,44.333,0,0.667,35,60,3.333,0.667,13.333,49.667,89,0,25.333,640.667,2,11.578,7.513,185575.083,40598118.106,85.064,0,0.00464932850969108,0.0126289441911748,8461961
"WESTCHESTER","660406030002","SEELY PLACE SCHOOL","EDGEMONT UNION FREE SCHOOL DISTRICT","Proficient",0,0,3.333,0,1.333,6,31,54,7.333,9.333,45.667,0,0,20.333,453.333,0,11.826,35.192,115397.884,111191.912,95.263,0,0.00217533730418714,0.0107248132278337,7476
"QUEENS","342800011284","YORK EARLY COLLEGE ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",62.333,15,1,4.333,54.667,9.333,28.333,1.333,1.667,9.333,54.333,77.333,1.667,30.833,608.667,15.667,17.558,28.811,114792.05,42732520.811,86.069,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342400011560","ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Proficient",68.667,12,5,0,5.667,60.333,21,12.333,0.667,12.667,47.333,80.333,0,26.417,620.667,20.667,19,28.927,99733.857,41906328.142,77.725,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342800011896","YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Proficient",57.667,8.667,1.667,1.667,49,15.333,29,2.333,2.667,13.333,100,67,0.5,27.083,557.667,16.333,17.247,33.909,146053.983,46640515.84,84.498,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580801060015","BRANCH BROOK ELEMENTARY SCHOOL","SMITHTOWN CENTRAL SCHOOL DISTRICT","Proficient",4.667,1.333,0.667,0,1,10,6,81.667,1,6.667,48,7.333,0,21.667,346.667,0,16.774,26.168,134336.028,640863.462,86.885,0,0.00122526082516204,0.0147749527744588,57718
"FULTON","170600010004","PLEASANT AVENUE SCHOOL","JOHNSTOWN CITY SCHOOL DISTRICT","Proficient",40,10,0,0,0.667,2.667,0,95,1,8.667,48,53.333,1.333,20.667,158.333,0,8.796,22.683,102938.278,180713.684,93.787,0,0.00189697405013168,0.0222995745621305,11230
