"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"BRONX","320700010179","PS 179","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Not Proficient",92.667,2.667,32,1,16.667,80.667,0.667,0,1.333,26.667,47.667,95.333,0,24,288.333,9,9.505,24.569,98102.86,90207610.405,85.615,0,0.00911660408481436,0.0160715764710795,8461961
"OTSEGO","471400010008","RIVERSIDE ELEMENTARY SCHOOL","ONEONTA CITY SCHOOL DISTRICT","Not Proficient",55,4,1,0,8,8.667,2.333,77,4,19,49,65,2.667,21,212,0,10.426,19.609,127331.752,163155.66,88.643,0,0.00122993161580216,0.011954935305597,20283
"BRONX","320900010028","PS 28 MOUNT HOPE","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",97,1.667,33.667,0,19.333,79.667,0.667,0.333,0,22.667,44,99,0.333,28.667,590.333,3.333,11.28,29.179,134506.719,44059617.73,85.69,0,0.00911660408481436,0.0160715764710795,8461961
"ONONDAGA","421501060014","SOULE ROAD MIDDLE SCHOOL","LIVERPOOL CENTRAL SCHOOL DISTRICT","Not Proficient",21.667,5.333,0,0.333,7,3.333,3,84,2,19.333,49,28.667,5.667,23.75,457.333,0,11.726,20.056,113395.469,308962.828,89.795,0,0.00313128939215896,0.0227317594274116,51518
"OSWEGO","461801040004","PULASKI MIDDLE SCHOOL","PULASKI CENTRAL SCHOOL DISTRICT","Not Proficient",42.667,11.333,0,0,1,1.333,0,96,1.333,14,46,56,10,21.167,262.333,0.667,18.738,19.218,94899.64,85231.258,81.873,0,0.00174421016819762,0.018001377444757,5627
"OSWEGO","460500010008","J E LANIGAN SCHOOL","FULTON CITY SCHOOL DISTRICT","Not Proficient",42.667,6.667,0.333,0,0.333,4,0.667,92,2.333,15,43.333,52.667,3,20.667,367.667,0,11.611,10.745,53291.948,195008.16,90.933,0,0.00174421016819762,0.018001377444757,20355
"MADISON","251400010005","SENECA STREET SCHOOL","ONEIDA CITY SCHOOL DISTRICT","Not Proficient",30.333,5.333,1.667,0.667,1.333,1,2.667,90.667,3,8,53.333,37,0.333,20,199.333,0,13.289,13.053,82832.872,195491.639,88.749,0,0.0012429080719666,0.013469461360263,15638
"ROCKLAND","500101060022","FELIX FESTA DETERMINATION MIDDLE SCHOOL","CLARKSTOWN CENTRAL SCHOOL DISTRICT","Not Proficient",7.667,2.333,1.333,0,3,12.667,13,71.333,1,15.333,48.333,12,0.333,22.167,676,0.667,12.675,19.808,134835.394,278647.929,95.711,0,0.00284801386331875,0.0122543803279727,49698
"LEWIS","230301040001","HARRISVILLE ELEMENTARY SCHOOL","HARRISVILLE CENTRAL SCHOOL DISTRICT","Not Proficient",47.333,6.667,0,0,0.667,1,0,97.667,1,15.667,44.667,57.667,2,16.333,141.333,1.667,8.48,25.317,105061.132,62412.736,84.247,0,0.00103294352012395,0.00900874312908105,2240
"LIVINGSTON","241101040001","DALTON-NUNDA MIDDLE SCHOOL","DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA)","Not Proficient",35,8,0.333,0,0,0.333,0.333,98.667,1,13,50,47.667,1.5,19.556,161,0,12.075,20.424,217241.958,121838.509,88.431,0,0.00101203924360125,0.0131131812695367,5024
"STEUBEN","572901040002","GLENN CURTISS MEMORIAL SCHOOL","HAMMONDSPORT CENTRAL SCHOOL DISTRICT","Not Proficient",42.333,13.333,0,0,0.333,0.667,1,92,6,11,48,38.333,2,16.667,198.667,0,8.278,28.494,51053.652,77637.584,92.501,0,0.00159142545669428,0.0135444366333507,3963
"SUFFOLK","580512030013","TWIN PINES ELEMENTARY SCHOOL","BRENTWOOD UNION FREE SCHOOL DISTRICT","Not Proficient",77.333,8.667,37.333,0,7.667,87.333,1,2.667,0.333,6.333,50.667,92,0.667,26,920,0,20.909,44.713,170305.436,380708.696,93.739,0,0.00122526082516204,0.0147749527744588,90298
"RICHMOND","353100010065","PS 65 ACADEMY OF INNOVATIVE LEARNING (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",50,10.333,2.667,0,22.667,40.333,4.333,26.667,6,22.333,49.667,60.333,0,27,307.333,1.333,11.108,31.908,146654.698,84630784.165,79.35,0,0.00350288597239946,0.0117805139819658,8461961
"ONONDAGA","421800010010","ROBERTS K-8 SCHOOL","SYRACUSE CITY SCHOOL DISTRICT","Not Proficient",57,3,5,1,49,9.333,2,31.667,7.333,21,45.333,61,6,22.867,631.667,1.667,12.804,21.943,156136.921,675484.433,86.793,0,0.00313128939215896,0.0227317594274116,144350
"MONROE","261600010068","JOSEPH C WILSON FOUNDATION ACADEMY","ROCHESTER CITY SCHOOL DISTRICT","Not Proficient",82.333,2.667,5.667,0,71,15,4,9.667,0,18.667,49.333,90,4,19.033,423,1,9.992,18.315,139436.054,2042373.522,97.387,0,0.0033319274567693,0.0240602427005643,210291
"KINGS","332300860954","BROWNSVILLE ASCEND CHARTER SCHOOL",NA,"Not Proficient",34.333,4.667,0.667,1,87.667,10.333,0.667,0,0.333,11,50.667,62.667,9.667,27.667,668,19.333,14.522,33.394,69412.609,31151.198,84.289,1,0.00627668927886969,0.014459509017006,752563.969671716
"KINGS","332100010288","PS 288 SHIRLEY TANYHILL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #21","Not Proficient",85.667,0,7.667,1,50.667,37,2.667,8,0,28.667,49,86,1,22.333,408,11.333,11.127,15.089,116280.217,63749659.314,95.764,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","320800010107","PS 107","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","Not Proficient",94,2.667,9,0,36.667,61,1,1.333,0,33.667,48.667,96.667,0,25.667,394.667,13.667,12.082,32.286,121110.581,65903364.02,80.3,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","331600860918","BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL",NA,"Not Proficient",54.667,28.667,2,2.333,82.667,14,1,0,0,12,51,77,13.667,16.833,414,35,10.35,38.64,83602.539,50263.285,87.252,1,0.00627668927886969,0.014459509017006,1247798.95309309
"KINGS","331400011614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN","NEW YORK CITY GEOGRAPHIC DISTRICT #14","Not Proficient",69.667,8.667,2.667,0.667,61.333,32.333,3,1,2.333,17.667,100,78.333,1.667,23.778,369,29.667,12.033,41.405,125079.874,70487428.184,84.091,0,0.00627668927886969,0.014459509017006,8461961
"RICHMOND","353100010024","IS 24 MYRA S BARNES","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",29.667,7.333,2,0.333,1,11.667,3,83.333,0.333,22,47,37.333,0.667,31.167,1343.667,15.667,13.758,22.711,115894.72,19357376.085,85.218,0,0.00350288597239946,0.0117805139819658,8461961
"NASSAU","280523030006","LOCKHART ELEMENTARY SCHOOL","MASSAPEQUA UNION FREE SCHOOL DISTRICT","Not Proficient",5.667,2,0,0,0,4.333,1.667,93,0.667,8.333,50.333,9,0,21.333,429,0,11.191,26.783,99180.038,417876.457,83.865,0,0.00141715697438313,0.0106720145400836,47578
"CHEMUNG","070901060004","RIDGE ROAD SCHOOL","HORSEHEADS CENTRAL SCHOOL DISTRICT","Not Proficient",26.333,4.667,0.333,0,2,2.667,0.667,91,4,13,52.333,33.667,0,20.333,273,0,12.044,14.038,164162.456,249501.832,85.378,0,0.00176882222880718,0.020731234756445,27393
"ALBANY","010100860829","BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS",NA,"Not Proficient",96.333,2.333,2.333,0,84,12.333,1,2,0.333,3,0,90.333,15.667,20.333,226,3.333,9.549,20.246,107438.983,92075.221,90.133,1,0.00344732389059765,0.0256382940716033,7108376.03379349
"BRONX","321100010089","PS 89","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",64,1,20,1,23.333,52,6.667,16.667,0,21.333,48.667,65,0.333,28.2,1228,12.333,14.391,30.164,125540.865,21180668.567,80.305,0,0.00911660408481436,0.0160715764710795,8461961
"OTSEGO","470202040002","GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL","GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT","Not Proficient",42.333,15,0.667,0,1,1,0,96.333,1.667,15,53.333,58.667,0.667,14.667,131.333,4,8.383,33.625,106028.804,64751.269,83.883,0,0.00122993161580216,0.011954935305597,3345
"MONROE","260501861002","DISCOVERY CHARTER SCHOOL",NA,"Not Proficient",75.333,2.333,2,0,66.667,24.333,0,4,5,8.333,56.667,96.333,2.667,20.5,211.667,3,15.875,20.895,128984.711,98310.236,88.55,1,0.0033319274567693,0.0240602427005643,1729762.22585149
"KINGS","331300010020","PS 20 CLINTON HILL","NEW YORK CITY GEOGRAPHIC DISTRICT #13","Not Proficient",65.667,7,3.333,0.333,61.333,20.667,4.333,10.333,2.667,19.667,50.333,72.333,1.333,24,260,2.667,10.13,24.413,84131.802,100037926.923,84.238,0,0.00627668927886969,0.014459509017006,8461961
"DUTCHESS","132101060007","VASSAR ROAD ELEMENTARY SCHOOL","WAPPINGERS CENTRAL SCHOOL DISTRICT","Not Proficient",14,4.333,0,0,6,10,4,77,3.333,11,44.667,25,0.667,24.333,240.667,0,12.237,37.369,195518.081,898632.964,91,0,0.00189317517446478,0.0129953870330005,73883
"KINGS","331600010026","PS 26 JESSE OWENS","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",83.333,1.667,7,0.333,71,26.333,1.333,1,0,29,47,85.333,0.333,23.333,183.667,3.667,8.887,35.308,179078.461,141614488.203,84.833,0,0.00627668927886969,0.014459509017006,8461961
"RENSSELAER","490804020002","GARDNER-DICKINSON SCHOOL","WYNANTSKILL UNION FREE SCHOOL DISTRICT","Not Proficient",17,5.667,0,0,2,2.333,0.667,91,3.333,17,49.333,26,1,15.883,286.667,0,8.431,19.485,121598.27,28186.047,89.794,0,0.0282030603675525,0.0831977083016412,3731
"WAYNE","650901060002","PALMYRA-MACEDON INTERMEDIATE SCHOOL","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","Not Proficient",31,7.667,0,0,1.667,4.333,1,90,2.667,12.667,46.667,42.667,1.333,22,444.333,0,12.458,23.289,145606.85,80219.055,87.73,0,0.00176546139277706,0.0160350044626336,12754
"SARATOGA","521200050003","MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL","MECHANICVILLE CITY SCHOOL DISTRICT","Not Proficient",32,5,0,0,1.667,2.333,1,94,1.333,13,47.667,40.667,5.333,20.75,695.667,1,13.73,24.793,104381.055,29931.001,87.032,0,0.00100120482463355,0.0119477701852585,9645
"BRONX","321100010468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",75.667,6.333,10.667,0.333,20,62.667,7.667,9,0.333,21.333,50,82,2.667,28.583,333.333,18,12.658,44.263,111493.982,78029583,86.537,0,0.00911660408481436,0.0160715764710795,8461961
"MADISON","250301040002","DERUYTER ELEMENTARY SCHOOL","DERUYTER CENTRAL SCHOOL DISTRICT","Not Proficient",46.333,13.333,0.667,0.667,0.333,3,0,95,1.667,14,48,61.333,1.667,14.667,144,0,7.855,28.188,181844.006,68555.556,81.478,0,0.0012429080719666,0.013469461360263,2347
"OSWEGO","460102040006","ALTMAR-PARISH-WILLIAMSTOWN JR/SR HIGH SCHOOL","ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT","Not Proficient",43.667,12.667,0,0,0,1,0,96,2,16,53,60,12.333,21.851,597,0.333,13.073,37.184,111771.837,46752.094,97.485,0,0.00174421016819762,0.018001377444757,7393
"NASSAU","280211030003","SCHOOL 3","OCEANSIDE UNION FREE SCHOOL DISTRICT","Not Proficient",9.333,1.667,2,0,2.667,12,3.667,80,2,11.667,46,13.667,0,22.333,492.667,0,16.242,21.301,114873.216,290082.544,84.6,0,0.00141715697438313,0.0106720145400836,35487
"SUFFOLK","580513030001","CORDELLO AVENUE ELEMENTARY SCHOOL","CENTRAL ISLIP UNION FREE SCHOOL DISTRICT","Not Proficient",75.333,6.333,44,0,17.333,76,1,5.667,0,7.333,50,82.333,0.5,24.333,637.333,0.333,15.055,39.7,79953,303542.887,96.421,0,0.00122526082516204,0.0147749527744588,37787
"KINGS","332000010200","PS 200 BENSON SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Not Proficient",71.667,7,21.333,0,1,21.667,32.333,44,1,12.667,47,78.667,0,30,1054.333,1.333,13.693,22.845,159034.307,24669485.615,82.679,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331500010058","PS 58 CARROLL (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Not Proficient",10.333,2,6,0,3.333,12,4.667,71.333,8,17,48.667,12.333,0,27.667,760.667,4.333,12.47,26.656,169601.589,34193507.011,87.167,0,0.00627668927886969,0.014459509017006,8461961
"CATTARAUGUS","043501060001","DELEVAN ELEMENTARY SCHOOL","YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT","Not Proficient",56,12.333,0,0,1,2.333,0.667,95,1.333,16.667,52.333,72.333,1,19,313.667,0,9.41,1.819,260340.521,160469.713,94.161,0,0.00163299620411179,0.0158663032124933,15805
"BRONX","321100010144","JHS 144 MICHELANGELO","NEW YORK CITY GEOGRAPHIC DISTRICT #11","Not Proficient",64,1.333,8,0.667,65.667,28,2.667,2.667,0,26.333,47.333,65.333,4,32.917,571,13.333,13.488,27.395,169531.336,45551420.315,94.163,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","331400010110","PS 110 THE MONITOR","NEW YORK CITY GEOGRAPHIC DISTRICT #14","Not Proficient",37.333,9,14.333,1.667,6.333,27.667,3.333,58.333,2.333,16,49,46.333,0,25.667,250.333,8.667,8.835,20.324,163953.468,103900909.454,91.203,0,0.00627668927886969,0.014459509017006,8461961
"OTSEGO","470501040001","EDMESTON CENTRAL SCHOOL","EDMESTON CENTRAL SCHOOL DISTRICT","Not Proficient",29.333,11.333,0,0,1.667,1.333,0.667,95.667,0.333,16.333,47.333,40.333,6.333,17.889,379.333,2,9.896,13.663,83995.477,25146.749,94.5,0,0.00122993161580216,0.011954935305597,2805
"NASSAU","280504060014","PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL","PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT","Not Proficient",6.667,2.667,1.333,0,0.333,5.667,22.667,70.333,1,17.333,47.667,10.667,1.333,22.467,789.667,0,10.482,17.93,240572.265,168737.02,90.684,0,0.00141715697438313,0.0106720145400836,28613
"KINGS","331800010066","PS 66","NEW YORK CITY GEOGRAPHIC DISTRICT #18","Not Proficient",64.667,9.667,2,0.667,88.667,7,0.667,2.667,0.667,10.333,53.667,74,0,26.067,711.667,4,14.93,30.566,108058.337,36547814.052,80.9,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331600010308","PS 308 CLARA CARDWELL","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",85.667,2.667,5,1,78.667,17,2.333,0.667,0,31.667,48.333,88.667,2,24.733,363.667,5.333,9.655,32.69,130209.108,71521157.654,78.389,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280218030006","GARDEN CITY MIDDLE SCHOOL","GARDEN CITY UNION FREE SCHOOL DISTRICT","Not Proficient",1.333,0,0,0,1,3.333,4,91.667,0,10.333,49.333,2.333,1,24.583,973,0,12.421,27.1,204156,107501.542,94.2,0,0.00141715697438313,0.0106720145400836,22531
"ALBANY","010701030001","HEATLY SCHOOL","GREEN ISLAND UNION FREE SCHOOL DISTRICT","Not Proficient",48.333,14.667,0,0,5.333,3.667,1,83,7,14.667,54.333,67.667,6.667,20.865,291.667,2.333,10.542,4.8,58308,20403.429,80.429,0,0.00344732389059765,0.0256382940716033,2613
"KINGS","333200010562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION","NEW YORK CITY GEOGRAPHIC DISTRICT #32","Not Proficient",86,5,23.333,0.667,29,67.333,1.333,1.667,0,25.667,47.333,91,4.667,21.725,295.667,39.333,9.538,18.129,155849.888,87970217.587,88.333,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","320900011231","EAGLE ACADEMY FOR YOUNG MEN","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",70.333,11.333,3.667,0.667,59.333,38,0,0,1.333,27.667,0,81.667,3.333,24.5,610.667,20.667,14.894,28.127,69294.06,42592567.14,79.921,0,0.00911660408481436,0.0160715764710795,8461961
"ERIE","140600010003","D'YOUVILLE-PORTER CAMPUS","BUFFALO CITY SCHOOL DISTRICT","Not Proficient",81,1.333,32.333,0.333,18.333,69,4.333,6.333,2,17,50.667,85.667,8.333,26.55,593,6,12.891,21.02,153199.236,1503431.703,85.1,0,0.0041347794072196,0.0247089073220775,258989
"NIAGARA","401301040003","BARKER JUNIOR/SENIOR HIGH SCHOOL","BARKER CENTRAL SCHOOL DISTRICT","Not Proficient",33.333,12,0.667,0,0.667,7.333,0,89,3,9,51.667,46.667,3.333,15.857,393.333,0,12.826,32.769,62377.219,46975.424,87.884,0,0.0201076253172572,0.0939633382386482,5009
"KINGS","331400010023","PS 23 CARTER G WOODSON","NEW YORK CITY GEOGRAPHIC DISTRICT #14","Not Proficient",85.333,0.333,12,0,52.667,44.333,0.667,2,0,29.333,45,85.667,0.5,24,211.667,0.667,9.203,22.882,123023.97,122881233.071,86.455,0,0.00627668927886969,0.014459509017006,8461961
"NASSAU","280223030006","WANTAGH MIDDLE SCHOOL","WANTAGH UNION FREE SCHOOL DISTRICT","Not Proficient",4,1,0.333,0,0,5.667,2.333,91.333,1,12.333,51,6.333,2.333,23.517,747,0.667,12.52,31.441,81030.963,94769.746,95.969,0,0.00141715697438313,0.0106720145400836,17249
"KINGS","331500010442","MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Not Proficient",68,6,7.333,0.667,34,46.667,5.333,13,1,41.667,39,74,8,20.389,199.333,25,7.383,18.306,138245.973,130484252.508,84.348,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","332000010506","PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Not Proficient",91,4.667,26.333,0,1,66,29.667,3.667,0,17,47.333,95.667,0.333,28.333,653.667,1,11.142,29.228,229725.749,39790710.352,94.068,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331700010353","ELIJAH STROUD MIDDLE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Not Proficient",79,6,5,0,81.667,13.667,1.333,3.333,0,25.333,41,85.333,1.5,28.833,236.667,23,12.679,13.83,19677.872,109900821.127,82.214,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580109020004","MILTON L OLIVE MIDDLE SCHOOL","WYANDANCH UNION FREE SCHOOL DISTRICT","Not Proficient",81,5,16,0,59,39.667,0,0.667,0.333,26,50,93.667,48,24.933,523.667,2.333,12.568,32.899,170218.878,143390.834,64.35,0,0.00122526082516204,0.0147749527744588,10609
"KINGS","331300011527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN","NEW YORK CITY GEOGRAPHIC DISTRICT #13","Not Proficient",75.333,8,3.333,0.667,74.333,14.333,3,7,1,17.667,100,83.333,0.667,24.417,484.333,33,13.838,28.376,108417.317,53702397.109,79.294,0,0.00627668927886969,0.014459509017006,8461961
"WAYNE","650101060002","NORMAN R KELLEY INTERMEDIATE SCHOOL","NEWARK CENTRAL SCHOOL DISTRICT","Not Proficient",47.333,11.333,1.667,0.333,6,14.333,0,73.333,5.333,8.667,45.333,61.333,1.667,21,460.333,0,12.555,24.693,178484.43,104359.16,88.909,0,0.00176546139277706,0.0160350044626336,15056
"KINGS","331500011464","PARK SLOPE COLLEGIATE","NEW YORK CITY GEOGRAPHIC DISTRICT #15","Not Proficient",70,6.667,10,1,38.667,38.667,7.333,10.667,3.333,23,44.333,76.333,2.333,25.5,440,23.333,13.75,36.537,104982.603,59113320.455,83.081,0,0.00627668927886969,0.014459509017006,8461961
"WARREN","630801040003","STUART M TOWNSEND MIDDLE SCHOOL","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","Not Proficient",44.667,7.667,0,0,0.333,2.333,0,97.333,0,13.333,47,57.333,6.667,17.933,326,1.333,9.495,10.255,157754.547,53668.712,89.975,0,0.00129099844402335,0.0167614117792054,6149
"NASSAU","280201030011","FRONT STREET ELEMENTARY SCHOOL","HEMPSTEAD UNION FREE SCHOOL DISTRICT","Not Proficient",77.667,3.667,39.333,1,18,76,0.333,4.333,0,10.667,46,84,0.333,25.667,340,0,16.452,33.712,90666.423,593044.118,82.889,0,0.00141715697438313,0.0106720145400836,44981
"ULSTER","621201060002","PHOENICIA ELEMENTARY SCHOOL","ONTEORA CENTRAL SCHOOL DISTRICT","Not Proficient",43.667,6.667,13.333,0.667,2,23,1.333,65.667,8,18.333,44.667,54,2.333,19,123,0,7.531,28.921,97832.179,396373.984,90.238,0,0.00163208775380183,0.0150322705742223,14904
"BRONX","321000011243","WEST BRONX ACADEMY FOR THE FUTURE","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Not Proficient",91.333,3.667,12.667,1,21,74,2.333,2,0,25.667,45,95,1.333,28.633,604.333,12,13.632,5.86,125830.791,43038931.605,76.027,0,0.00911660408481436,0.0160715764710795,8461961
"GENESEE","180901040002","ELBA JUNIOR-SENIOR HIGH SCHOOL","ELBA CENTRAL SCHOOL DISTRICT","Not Proficient",25.667,8.333,3.333,1,2.667,16,0,80.667,0.667,11,46,34,2,16.065,188,1.667,8.952,30.918,166811.805,47643.617,91.148,0,0.00213706331600427,0.02017848373495,2719
"DUTCHESS","131201040001","PAWLING ELEMENTARY SCHOOL","PAWLING CENTRAL SCHOOL DISTRICT","Not Proficient",21.333,4.333,7.333,0,1.333,16.667,1.667,79,1.667,12.667,51,28.333,0,20.333,349,1.667,9.432,24.072,68414.825,95793.696,80.323,0,0.00189317517446478,0.0129953870330005,8739
"SUFFOLK","580513030007","ANDREW T MORROW SCHOOL","CENTRAL ISLIP UNION FREE SCHOOL DISTRICT","Not Proficient",64.667,10.333,29.333,0,23,65.333,3,8.333,0,13.333,49.333,75,0.333,25.667,749.333,1,14.987,39.7,79953,258173.488,92.517,0,0.00122526082516204,0.0147749527744588,37787
"ALBANY","010601060006","SHAKER ROAD ELEMENTARY SCHOOL","SOUTH COLONIE CENTRAL SCHOOL DISTRICT","Not Proficient",20,2.667,11,0,3.667,4,12,76,4.667,7.333,49.667,26.667,0,21.333,259,0,11.1,9.601,138416.749,358722.008,93.214,0,0.00344732389059765,0.0256382940716033,39130
"RICHMOND","353100010052","PS 52 JOHN C THOMPSON","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",47.667,11,13,0,1.667,17.667,8,72,0,25,47,58.667,0,26.333,394.667,1,10.12,20.085,165923.741,65903364.02,85.377,0,0.00350288597239946,0.0117805139819658,8461961
"KINGS","332000010164","PS 164 CAESAR RODNEY","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Not Proficient",76.667,1.333,19,2.333,2,52.333,30.667,13,0,21,49,78.333,0,26,422.667,0,9.606,33.676,72191.664,61537526.025,88.053,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580104030009","WEST GATES AVENUE SCHOOL","LINDENHURST UNION FREE SCHOOL DISTRICT","Not Proficient",20,8,5.667,0,2,17.333,2.667,76.667,1.667,9.333,47.667,32.333,0.667,21.667,308.667,0,11.722,26.222,84898.584,468443.844,79.387,0,0.00122526082516204,0.0147749527744588,41295
"KINGS","332000010227","JHS 227 EDWARD B SHALLOW","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Not Proficient",82,6.667,28.333,0,0.333,24.667,58.667,16,0,14.333,47.667,88.333,0.667,29.333,1279.333,7.667,14.934,25.186,177710.085,20330792.861,86.766,0,0.00627668927886969,0.014459509017006,8461961
"BRONX","320900010163","PS 163 ARTHUR A SCHOMBERG","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",97,1.667,35.333,1,34.333,62.667,1,0.333,0,21.667,49.667,99,0,19.667,465,5.667,10.41,20.299,155998.071,55935184.946,79.654,0,0.00911660408481436,0.0160715764710795,8461961
"CHEMUNG","070902060006","COHEN ELEMENTARY SCHOOL","ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT","Not Proficient",48,5.667,0,0,0.333,2,0.333,89.667,7.333,10.333,47.333,56.333,2.333,19.667,391,0,11.279,28.017,68505.304,47248.082,85.56,0,0.00176882222880718,0.020731234756445,6537
"MONROE","260501861067","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS",NA,"Not Proficient",88,5.5,0,0,76,10.5,0,9.5,4,11.5,51,45.5,2,3,129.5,14.5,13.632,21.136,98004.531,160687.259,92.835,1,0.0033319274567693,0.0240602427005643,7366119.4426338
"ERIE","140600010118","WEST HERTEL ELEMENTARY SCHOOL","BUFFALO CITY SCHOOL DISTRICT","Not Proficient",86.667,1.333,33.333,0.667,35.333,21.333,23.667,15,4,17.667,47.333,92,14.667,27.567,702.333,7,12.926,23.665,95872.567,1269390.128,94.69,0,0.0041347794072196,0.0247089073220775,258989
"WASHINGTON","641301060005","HUDSON FALLS PRIMARY SCHOOL","HUDSON FALLS CENTRAL SCHOOL DISTRICT","Not Proficient",44.333,6,1,0.333,0.667,5.333,0.667,87.667,5.667,17.333,51,58.333,1,20,549.667,0,13.192,10.869,136790.055,71936.325,89.362,0,0.00124549747858801,0.00906427599455695,15349
"KINGS","331300860937","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL",NA,"Not Proficient",58.333,12,2.333,2.667,87.333,8,1,0.333,0.667,14.333,46.667,80,16.667,22.375,330.333,17.667,13.575,38.073,126576.326,62993.946,82.348,1,0.00627668927886969,0.014459509017006,5268772.0223347
"JEFFERSON","220301060009","CALCIUM PRIMARY SCHOOL","INDIAN RIVER CENTRAL SCHOOL DISTRICT","Not Proficient",21.333,23.667,6.333,0.333,14.667,19,4.333,53,8.667,10.667,51,49,1.333,21.333,445,0,10.038,18.071,100191.328,169705.618,82.356,0,0.00178017394842582,0.0187392977637624,22206
"ONONDAGA","421800010008","EDWARD SMITH K-8 SCHOOL","SYRACUSE CITY SCHOOL DISTRICT","Not Proficient",52.667,4,6.333,1,45,6.333,4.667,38.667,4,25.667,46,57.667,19.333,25.633,621.667,2,10.906,21.895,114345.611,686350.134,89.182,0,0.00313128939215896,0.0227317594274116,144350
"BRONX","320700010151","JHS 151 LOU GEHRIG","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Not Proficient",91,4,32.333,0,29.667,68,1.667,0.333,0,29.333,46.667,95.333,2,28.833,257.333,16.333,11.697,28.955,169177.27,101074589.378,83.579,0,0.00911660408481436,0.0160715764710795,8461961
